"filename", "language", "XML", "Markdown", "MS SQL", "Java", "YAML", "JSON", "PostCSS", "Java Properties", "comment", "blank", "total"
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/component/item/ProfileAuctionCardController.java", "Java", 0, 0, 0, 84, 0, 0, 0, 0, 25, 23, 132
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/component/item/StarAuctionCardController.java", "Java", 0, 0, 0, 95, 0, 0, 0, 0, 23, 25, 143
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/component/item/UpcomingAuctionCardComponentController.java", "Java", 0, 0, 0, 63, 0, 0, 0, 0, 0, 22, 85
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/component/modal/PromoteModalController.java", "Java", 0, 0, 0, 157, 0, 0, 0, 0, 32, 34, 223
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/component/profile/ProfileSidebarController.java", "Java", 0, 0, 0, 20, 0, 0, 0, 0, 16, 6, 42
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/component/shell/HeaderComponentController.java", "Java", 0, 0, 0, 112, 0, 0, 0, 0, 1, 32, 145
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/component/shell/NavbarComponentController.java", "Java", 0, 0, 0, 22, 0, 0, 0, 0, 2, 7, 31
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/component/shell/StarAuctionCarouselController.java", "Java", 0, 0, 0, 182, 0, 0, 0, 0, 29, 42, 253
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/config/AppConfig.java", "Java", 0, 0, 0, 57, 0, 0, 0, 0, 7, 17, 81
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/config/SceneRegistry.java", "Java", 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/dto/ProductCardUiModel.java", "Java", 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/dto/ProfileAuctionCardUiModel.java", "Java", 0, 0, 0, 48, 0, 0, 0, 0, 17, 9, 74
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/exception/SceneLoadException.java", "Java", 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 8
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/mock/MockAuctionClient.java", "Java", 0, 0, 0, 79, 0, 0, 0, 0, 32, 23, 134
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/mock/MockDataProvider.java", "Java", 0, 0, 0, 383, 0, 0, 0, 0, 52, 80, 515
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/network/AuctionClient.java", "Java", 0, 0, 0, 117, 0, 0, 0, 0, 20, 22, 159
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/admin/AdminPageController.java", "Java", 0, 0, 0, 257, 0, 0, 0, 0, 25, 44, 326
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/auction/AuctionPageController.java", "Java", 0, 0, 0, 370, 0, 0, 0, 0, 3, 52, 425
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/auction/AuctionPageViewModel.java", "Java", 0, 0, 0, 163, 0, 0, 0, 0, 0, 42, 205
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/create/CreateListingController.java", "Java", 0, 0, 0, 250, 0, 0, 0, 0, 7, 43, 300
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/general/GeneralPageController.java", "Java", 0, 0, 0, 269, 0, 0, 0, 0, 3, 61, 333
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/general/GeneralPageViewModel.java", "Java", 0, 0, 0, 22, 0, 0, 0, 0, 0, 9, 31
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/login/LoginPageController.java", "Java", 0, 0, 0, 70, 0, 0, 0, 0, 0, 14, 84
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/login/LoginPageViewModel.java", "Java", 0, 0, 0, 32, 0, 0, 0, 0, 7, 6, 45
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/productdetail/ProductDetailPageController.java", "Java", 0, 0, 0, 259, 0, 0, 0, 0, 0, 40, 299
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/productdetail/ProductDetailPageViewModel.java", "Java", 0, 0, 0, 170, 0, 0, 0, 0, 0, 42, 212
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/profile/PersonalProfileController.java", "Java", 0, 0, 0, 228, 0, 0, 0, 0, 50, 49, 327
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/profile/ProfilePageViewModel.java", "Java", 0, 0, 0, 345, 0, 0, 0, 0, 64, 75, 484
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/profile/PublicSellerController.java", "Java", 0, 0, 0, 81, 0, 0, 0, 0, 27, 23, 131
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/register/RegisterPageController.java", "Java", 0, 0, 0, 73, 0, 0, 0, 0, 0, 14, 87
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/register/RegisterPageViewModel.java", "Java", 0, 0, 0, 33, 0, 0, 0, 0, 0, 6, 39
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/sellers/SellersPageController.java", "Java", 0, 0, 0, 7, 0, 0, 0, 0, 1, 4, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/scene/DataReceivable.java", "Java", 0, 0, 0, 5, 0, 0, 0, 0, 5, 3, 13
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/scene/LifecycleAwareController.java", "Java", 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/scene/NavigationService.java", "Java", 0, 0, 0, 35, 0, 0, 0, 0, 0, 13, 48
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/scene/SceneService.java", "Java", 0, 0, 0, 203, 0, 0, 0, 0, 5, 41, 249
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/AuctionQueryService.java", "Java", 0, 0, 0, 287, 0, 0, 0, 0, 0, 54, 341
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/CssDependencyIndex.java", "Java", 0, 0, 0, 45, 0, 0, 0, 0, 1, 11, 57
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/FontLoaderService.java", "Java", 0, 0, 0, 43, 0, 0, 0, 0, 0, 8, 51
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/HotReloadService.java", "Java", 0, 0, 0, 186, 0, 0, 0, 0, 3, 30, 219
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/ImageLoader.java", "Java", 0, 0, 0, 146, 0, 0, 0, 0, 12, 26, 184
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/NetworkService.java", "Java", 0, 0, 0, 58, 0, 0, 0, 0, 6, 15, 79
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/ResourceLoader.java", "Java", 0, 0, 0, 42, 0, 0, 0, 0, 0, 9, 51
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/ThemeService.java", "Java", 0, 0, 0, 69, 0, 0, 0, 0, 0, 20, 89
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/UserSessionService.java", "Java", 0, 0, 0, 46, 0, 0, 0, 0, 5, 11, 62
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/app.css", "PostCSS", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 23
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/base/fonts.css", "PostCSS", 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/base/reset.css", "PostCSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/base/spacing.css", "PostCSS", 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/base/tokens.css", "PostCSS", 0, 0, 0, 0, 0, 0, 92, 0, 15, 11, 118
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/base/typography.css", "PostCSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/auth/login-card.css", "PostCSS", 0, 0, 0, 0, 0, 0, 63, 0, 0, 9, 72
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/auth/register-card.css", "PostCSS", 0, 0, 0, 0, 0, 0, 63, 0, 0, 9, 72
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/control/search-bar.css", "PostCSS", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/control/theme-toggle.css", "PostCSS", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/item/auction-card.css", "PostCSS", 0, 0, 0, 0, 0, 0, 69, 0, 0, 12, 81
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/item/profile-auction-card.css", "PostCSS", 0, 0, 0, 0, 0, 0, 101, 0, 8, 19, 128
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/item/star-auction-card.css", "PostCSS", 0, 0, 0, 0, 0, 0, 78, 0, 19, 16, 113
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/modal/promote-modal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 188, 0, 15, 30, 233
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/shell/footer.css", "PostCSS", 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/shell/header.css", "PostCSS", 0, 0, 0, 0, 0, 0, 44, 0, 0, 6, 50
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/shell/modal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/shell/navbar.css", "PostCSS", 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 15
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/shell/star-auction-carousel.css", "PostCSS", 0, 0, 0, 0, 0, 0, 48, 0, 13, 10, 71
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/admin-page.css", "PostCSS", 0, 0, 0, 0, 0, 0, 126, 0, 10, 21, 157
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/auction-page.css", "PostCSS", 0, 0, 0, 0, 0, 0, 256, 0, 10, 58, 324
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/create-listing-page.css", "PostCSS", 0, 0, 0, 0, 0, 0, 93, 0, 4, 15, 112
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/general-page.css", "PostCSS", 0, 0, 0, 0, 0, 0, 78, 0, 0, 16, 94
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/product-detail-page.css", "PostCSS", 0, 0, 0, 0, 0, 0, 133, 0, 0, 26, 159
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/profile-page.css", "PostCSS", 0, 0, 0, 0, 0, 0, 341, 0, 32, 53, 426
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/themes/dark.css", "PostCSS", 0, 0, 0, 0, 0, 0, 19, 0, 7, 5, 31
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/themes/light.css", "PostCSS", 0, 0, 0, 0, 0, 0, 20, 0, 5, 5, 30
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fonts/README.md", "Markdown", 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/auth/login-card.fxml", "XML", 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/auth/register-card.fxml", "XML", 24, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/control/search-bar.fxml", "XML", 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/control/theme-toggle.fxml", "XML", 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/admin-auction-card.fxml", "XML", 47, 0, 0, 0, 0, 0, 0, 0, 10, 11, 68
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/auction-card.fxml", "XML", 49, 0, 0, 0, 0, 0, 0, 0, 0, 3, 52
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/profile-auction-card.fxml", "XML", 55, 0, 0, 0, 0, 0, 0, 0, 10, 11, 76
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/star-auction-card.fxml", "XML", 52, 0, 0, 0, 0, 0, 0, 0, 14, 14, 80
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/item/upcoming-auction-card.fxml", "XML", 44, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/modal/promote-modal.fxml", "XML", 75, 0, 0, 0, 0, 0, 0, 0, 15, 13, 103
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/profile/profile-sidebar.fxml", "XML", 16, 0, 0, 0, 0, 0, 0, 0, 9, 6, 31
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/shell/footer.fxml", "XML", 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/shell/header.fxml", "XML", 48, 0, 0, 0, 0, 0, 0, 0, 0, 2, 50
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/shell/navbar.fxml", "XML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/components/shell/star-auction-carousel.fxml", "XML", 34, 0, 0, 0, 0, 0, 0, 0, 16, 10, 60
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/admin-page.fxml", "XML", 110, 0, 0, 0, 0, 0, 0, 0, 16, 22, 148
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/auction-page.fxml", "XML", 182, 0, 0, 0, 0, 0, 0, 0, 15, 21, 218
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/create-listing-page.fxml", "XML", 101, 0, 0, 0, 0, 0, 0, 0, 2, 24, 127
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/general-page.fxml", "XML", 116, 0, 0, 0, 0, 0, 0, 0, 1, 9, 126
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/personal-profile-page.fxml", "XML", 224, 0, 0, 0, 0, 0, 0, 0, 19, 42, 285
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/product-detail-page.fxml", "XML", 126, 0, 0, 0, 0, 0, 0, 0, 0, 13, 139
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/public-seller-page.fxml", "XML", 88, 0, 0, 0, 0, 0, 0, 0, 13, 23, 124
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/sellers-page.fxml", "XML", 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/i18n/messages_en.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/i18n/messages_vi.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/mockdata/auctions.json", "JSON", 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 128
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/mockdata/bids.json", "JSON", 0, 0, 0, 0, 0, 233, 0, 0, 0, 0, 233
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/mockdata/items.json", "JSON", 0, 0, 0, 0, 0, 66, 0, 0, 0, 1, 67
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/mockdata/users.json", "JSON", 0, 0, 0, 0, 0, 38, 0, 0, 0, 1, 39
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/GeneralPageUiTest.java", "Java", 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/LoginPageUiTest.java", "Java", 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/ProductDetailPageUiTest.java", "Java", 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/ProfilePageUiTest.java", "Java", 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/RegisterPageUiTest.java", "Java", 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/component/auctioncard/AuctionCardComponentControllerTest.java", "Java", 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 14
