"filename", "language", "Markdown", "XML", "Java", "MS SQL", "PostCSS", "comment", "blank", "total"
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/profile/ProfilePageViewModel.java", "Java", 0, 0, 141, 0, 0, 15, 0, 156
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/profile/PublicSellerController.java", "Java", 0, 0, 3, 0, 0, 0, 1, 4
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/register/RegisterPageController.java", "Java", 0, 0, 14, 0, 0, 0, 0, 14
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/page/register/RegisterPageViewModel.java", "Java", 0, 0, 2, 0, 0, 0, 1, 3
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/scene/NavigationService.java", "Java", 0, 0, 3, 0, 0, 1, 1, 5
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/scene/SceneService.java", "Java", 0, 0, 6, 0, 0, 1, 2, 9
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/NetworkService.java", "Java", 0, 0, 18, 0, 0, 9, 3, 30
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/UserSessionService.java", "Java", 0, 0, 55, 0, 0, 0, 0, 55
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/notification/Notification.java", "Java", 0, 0, 26, 0, 0, 0, 8, 34
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/notification/NotificationCard.java", "Java", 0, 0, 54, 0, 0, 0, 20, 74
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/notification/NotificationService.java", "Java", 0, 0, 116, 0, 0, 0, 27, 143
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/java/com/auction/client/service/notification/NotificationType.java", "Java", 0, 0, 19, 0, 0, 0, 6, 25
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/app.css", "PostCSS", 0, 0, 0, 0, 1, 0, 0, 1
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/components/control/notification.css", "PostCSS", 0, 0, 0, 0, 75, 10, 13, 98
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/create-listing-page.css", "PostCSS", 0, 0, 0, 0, 124, 18, 25, 167
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/pages/profile-page.css", "PostCSS", 0, 0, 0, 0, 1, 0, 0, 1
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/themes/dark.css", "PostCSS", 0, 0, 0, 0, 3, 0, 0, 3
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/css/themes/light.css", "PostCSS", 0, 0, 0, 0, 3, 0, 0, 3
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/create-listing-page.fxml", "XML", 0, 18, 0, 0, 0, 1, 2, 21
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/main/resources/fxml/pages/personal-profile-page.fxml", "XML", 0, 6, 0, 0, 0, 0, 0, 6
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/network/DistributedNetworkSplitTest.java", "Java", 0, 0, 254, 0, 0, 180, 56, 490
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/page/login/LoginPageViewModelTest.java", "Java", 0, 0, 111, 0, 0, 17, 32, 160
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/page/productdetail/ProductDetailPageViewModelTest.java", "Java", 0, 0, 185, 0, 0, 35, 47, 267
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/BaseUiTest.java", "Java", 0, 0, 17, 0, 0, 57, 5, 79
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/ui/ProductDetailPageThreadBoundaryTest.java", "Java", 0, 0, 242, 0, 0, 115, 38, 395
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/client/src/test/java/com/auction/client/unit/page/auction/AuctionPageViewModelTest.java", "Java", 0, 0, 9, 0, 0, 0, 3, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/pom.xml", "XML", 0, 10, 0, 0, 0, 0, 2, 12
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/auction/serialization/ItemAttributesPayloadSerializer.java", "Java", 0, 0, -1, 0, 0, 1, 0, 0
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/wallet/DepositRequest.java", "Java", 0, 0, 17, 0, 0, 1, 7, 25
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/dto/wallet/WithdrawRequest.java", "Java", 0, 0, 17, 0, 0, 1, 7, 25
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/exception/ErrorCode.java", "Java", 0, 0, 4, 0, 0, 0, 0, 4
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/exception/auction/AuctionActivationException.java", "Java", 0, 0, 10, 0, 0, 4, 5, 19
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/exception/auction/AuctionException.java", "Java", 0, 0, 4, 0, 0, 0, 0, 4
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/exception/auction/AuctionSettlementException.java", "Java", 0, 0, 10, 0, 0, 4, 5, 19
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/exception/user/UserException.java", "Java", 0, 0, 1, 0, 0, 0, 0, 1
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/exception/user/UserNotFoundException.java", "Java", 0, 0, 10, 0, 0, 1, 5, 16
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/exception/wallet/InvalidAmountException.java", "Java", 0, 0, 10, 0, 0, 1, 5, 16
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/exception/wallet/WalletTransactionException.java", "Java", 0, 0, 10, 0, 0, 1, 5, 16
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/products/factory/LuxuryCollectibleFactory.java", "Java", 0, 0, 0, 0, 0, 2, 0, 2
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/products/serialization/ItemJsonDeserializer.java", "Java", 0, 0, 0, 0, 0, 1, 0, 1
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/protocol/EventType.java", "Java", 0, 0, 7, 0, 0, 1, 1, 9
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/services/IAuctionService.java", "Java", 0, 0, 3, 0, 0, 8, 2, 13
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/services/IUserService.java", "Java", 0, 0, 7, 0, 0, 0, 3, 10
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/users/Admin.java", "Java", 0, 0, 9, 0, 0, -4, 0, 5
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/users/StandardUser.java", "Java", 0, 0, 9, 0, 0, -2, 0, 7
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/users/User.java", "Java", 0, 0, 29, 0, 0, 9, 3, 41
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/users/serialization/UserJsonDeserializer.java", "Java", 0, 0, 24, 0, 0, -2, 0, 22
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/main/java/com/auction/core/utils/JsonMapper.java", "Java", 0, 0, 2, 0, 0, 0, 0, 2
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/test/java/com/auction/core/auction/AuctionTest.java", "Java", 0, 0, 55, 0, 0, 2, 18, 75
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/test/java/com/auction/core/users/UserFactoryTest.java", "Java", 0, 0, 58, 0, 0, 0, 9, 67
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/test/java/com/auction/core/users/UserTest.java", "Java", 0, 0, 63, 0, 0, 7, 19, 89
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/test/java/com/auction/core/utils/DateFormatterTest.java", "Java", 0, 0, 27, 0, 0, 0, 9, 36
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/test/java/com/auction/core/utils/JsonMapperTest.java", "Java", 0, 0, 50, 0, 0, 0, 17, 67
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/core/src/test/java/com/auction/core/utils/PasswordHasherTest.java", "Java", 0, 0, 21, 0, 0, 0, 8, 29
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/pom.xml", "XML", 0, 7, 0, 0, 0, 0, 1, 8
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/project_evaluation_final.md", "Markdown", -98, 0, 0, 0, 0, 0, -28, -126
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/project_evaluation_lan_2.md", "Markdown", 98, 0, 0, 0, 0, 0, 28, 126
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/project_evaluation_lan_3.md", "Markdown", 220, 0, 0, 0, 0, 0, 76, 296
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/ServerApp.java", "Java", 0, 0, 19, 0, 0, 3, 4, 26
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/controller/BaseController.java", "Java", 0, 0, 0, 0, 0, 1, 0, 1
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/controller/RequestDispatcher.java", "Java", 0, 0, 22, 0, 0, 0, 0, 22
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/controller/UserController.java", "Java", 0, 0, 49, 0, 0, 3, 3, 55
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/AuctionDao.java", "Java", 0, 0, 130, 0, 0, 0, 3, 133
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/BidDao.java", "Java", 0, 0, 46, 0, 0, 0, 3, 49
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/UserDao.java", "Java", 0, 0, 53, 0, 0, 0, 2, 55
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/impl/IAuctionDao.java", "Java", 0, 0, 5, 0, 0, 16, 4, 25
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/impl/IBidDao.java", "Java", 0, 0, 5, 0, 0, 12, 3, 20
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/dao/impl/IUserDao.java", "Java", 0, 0, 16, 0, 0, 0, 4, 20
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/network/BroadcastBroker.java", "Java", 0, 0, 41, 0, 0, 2, 7, 50
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/network/SocketServer.java", "Java", 0, 0, 22, 0, 0, -2, 2, 22
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/AuctionService.java", "Java", 0, 0, 38, 0, 0, 4, 4, 46
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/AuctionSettlementScheduler.java", "Java", 0, 0, 424, 0, 0, 72, 63, 559
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/BidQueueManager.java", "Java", 0, 0, 67, 0, 0, 9, 10, 86
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/BidService.java", "Java", 0, 0, 2, 0, 0, 1, 0, 3
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/main/java/com/auction/server/services/UserService.java", "Java", 0, 0, 103, 0, 0, 0, 15, 118
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/resource/schema.sql", "MS SQL", 0, 0, 0, 17, 0, 3, 4, 24
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/test/java/com/auction/server/services/AuctionSettlementSchedulerTest.java", "Java", 0, 0, 213, 0, 0, 44, 56, 313
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/test/java/com/auction/server/services/BidQueueManagerTest.java", "Java", 0, 0, 309, 0, 0, 45, 82, 436
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/test/java/com/auction/server/services/BidServiceTest.java", "Java", 0, 0, 8, 0, 0, 1, 1, 10
"/mnt/windows-data/01_learn/k70_year_1/term_2/lap_trinh_nang_cao/projects/TheAllNewBinance/server/src/test/java/com/auction/server/services/UserServiceTest.java", "Java", 0, 0, 154, 0, 0, 34, 41, 229
"Total", "-", 220, 95, 3973, 17, 207, 814, 849, 6175
